Commune;Code commune;Code postal;Greffe;Type greffe
VIEVILLE EN HAYE;54564;54470;NANCY;TC
LEBEUVILLE;54307;54740;NANCY;TC
RAON LES LEAU;54443;54540;NANCY;TC
PONT ST VINCENT;54432;54550;NANCY;TC
LAY ST REMY;54306;54570;NANCY;TC
NANCY;54395;54015;NANCY;TC
NANCY;54395;54091;NANCY;TC
MONT LE VIGNOBLE;54380;54113;NANCY;TC
BERTRICHAMPS;54065;54120;NANCY;TC
OCHEY;54405;54170;NANCY;TC
MARON;54352;54230;NANCY;TC
ESSEY LES NANCY;54184;54274;NANCY;TC
SORNEVILLE;54510;54280;NANCY;TC
BREMONCOURT;54098;54290;NANCY;TC
LUNEVILLE;54329;54304;NANCY;TC
MEHONCOURT;54359;54360;NANCY;TC
COINCOURT;54133;54370;NANCY;TC
PUTEAUX;92062;92972;NANTERRE;TC
PUTEAUX;92062;92986;NANTERRE;TC
ISSY LES MOULINEAUX;92040;92794;NANTERRE;TC
MALAKOFF;92046;92247;NANTERRE;TC
FONTENAY AUX ROSES;92032;92264;NANTERRE;TC
FONTENAY AUX ROSES;92032;92265;NANTERRE;TC
PUTEAUX;92062;92086;NANTERRE;TC
PUTEAUX;92062;92094;NANTERRE;TC
PUTEAUX;92062;92098;NANTERRE;TC
NANTERRE;92050;92000;NANTERRE;TC
NANTERRE;92050;92003;NANTERRE;TC
MONTROUGE;92049;92124;NANTERRE;TC
SURESNES;92073;92153;NANTERRE;TC
ISSY LES MOULINEAUX;92040;92442;NANTERRE;TC
RUEIL MALMAISON;92063;92562;NANTERRE;TC
VANVES;92075;92170;NANTERRE;TC
CLICHY;92024;92613;NANTERRE;TC
GENNEVILLIERS;92036;92634;NANTERRE;TC
GENNEVILLIERS;92036;92639;NANTERRE;TC
BOULOGNE BILLANCOURT;92012;92642;NANTERRE;TC
BOULOGNE BILLANCOURT;92012;92511;NANTERRE;TC
COLOMBES;92025;92702;NANTERRE;TC
COLOMBES;92025;92719;NANTERRE;TC
NANTERRE;92050;92731;NANTERRE;TC
ISSY LES MOULINEAUX;92040;92785;NANTERRE;TC
ISSY LES MOULINEAUX;92040;92797;NANTERRE;TC
ORVAULT;44114;44965;NANTES;TC
CARQUEFOU;44026;44483;NANTES;TC
ST HERBLAIN;44162;44821;NANTES;TC
NANTES;44109;44971;NANTES;TC
BOUGUENAIS;44020;44343;NANTES;TC
PETIT MARS;44122;44390;NANTES;TC
REZE;44143;44409;NANTES;TC
TEILLE;44202;44440;NANTES;TC
NANTES;44109;44264;NANTES;TC
CHATEAUBRIANT;44036;44147;NANTES;TC
NANTES;44109;44074;NANTES;TC
NANTES;44109;44087;NANTES;TC
NANTES;44109;44109;NANTES;TC
TREILLIERES;44209;44119;NANTES;TC
NANTES;44109;44025;NANTES;TC
NANTES;44109;44033;NANTES;TC
NANTES;44109;44046;NANTES;TC
NANTES;44109;44065;NANTES;TC
CAVES;11086;11510;NARBONNE;TC
TREILLES;11398;11510;NARBONNE;TC
SALLELES D AUDE;11369;11590;NARBONNE;TC
CAMPLONG D AUDE;11064;11200;NARBONNE;TC
PADERN;11270;11350;NARBONNE;TC
ALLUY;58004;58110;NEVERS;TC
ST MARTIN DU PUY;58255;58140;NEVERS;TC
NEVERS;58194;58002;NEVERS;TC
ST OUEN SUR LOIRE;58258;58160;NEVERS;TC
METZ LE COMTE;58165;58190;NEVERS;TC
CORVOL D EMBERNARD;58084;58210;NEVERS;TC
CHAULGNES;58067;58400;NEVERS;TC
GIMOUILLE;58126;58470;NEVERS;TC
CLAMECY;58079;58504;NEVERS;TC
CHAMPLIN;58054;58700;NEVERS;TC
TACONNAY;58283;58420;NEVERS;TC
NICE;6088;6298;NICE;TC
VILLEFRANCHE;6159;6237;NICE;TC
PUGET ROSTANG;6098;6260;NICE;TC
NICE;6088;6178;NICE;TC
NICE;6088;6201;NICE;TC
NICE;6088;6016;NICE;TC
NICE;6088;6021;NICE;TC
NICE;6088;6097;NICE;TC
VILLEFRANCHE;6159;6231;NICE;TC
ST DALMAS LE SELVAGE;6119;6660;NICE;TC
NICE;6088;6101;NICE;TC
NICE;6088;6008;NICE;TC
NICE;6088;6832;NICE;TC
NICE;6088;6351;NICE;TC
NICE;6088;6368;NICE;TC
CONTES;6048;6399;NICE;TC
CHATEAUNEUF D ENTRAUNES;6040;6470;NICE;TC
LA ROQUETTE SUR VAR;6109;6670;NICE;TC
NIMES;30189;30007;NIMES;TC
NAGES ET SOLORGUES;30186;30114;NIMES;TC
FRESSAC;30119;30170;NIMES;TC
NIMES;30189;30014;NIMES;TC
NIMES;30189;30015;NIMES;TC
NIMES;30189;30017;NIMES;TC
NIMES;30189;30029;NIMES;TC
CABRIERES;30057;30210;NIMES;TC
FOURNES;30116;30210;NIMES;TC
MARS;30157;30120;NIMES;TC
POMMIERS;30199;30120;NIMES;TC
ALES;30007;30312;NIMES;TC
LES PLANS;30197;30340;NIMES;TC
ST LAURENT DE CARNOLS;30277;30200;NIMES;TC
BAGNOLS SUR CEZE;30028;30202;NIMES;TC
BAGNOLS SUR CEZE;30028;30205;NIMES;TC
THEZIERS;30328;30390;NIMES;TC
ST MARTIAL;30283;30440;NIMES;TC
BEAUCAIRE;30032;30300;NIMES;TC
SAZE;30315;30650;NIMES;TC
NERS;30188;30360;NIMES;TC
ST CHRISTOL DE RODIERES;30242;30760;NIMES;TC
AIMARGUES;30006;30470;NIMES;TC
CENDRAS;30077;30480;NIMES;TC
ST BAUZELY;30233;30730;NIMES;TC
NIMES;30189;30925;NIMES;TC
PONT ST ESPRIT;30202;30119;NIMES;TC
NIMES;30189;30941;NIMES;TC
NIMES;30189;30945;NIMES;TC
NIMES;30189;30973;NIMES;TC
VILLENEUVE LES AVIGNON;30351;30401;NIMES;TC
NIORT;79191;79014;NIORT;TC
CERIZAY;79062;79149;NIORT;TC
VAL DU MIGNON;79334;79210;NIORT;TC
FONTIVILLIE;79064;79500;NIORT;TC
NIORT;79191;79000;NIORT;TC
CHANTECORPS;79068;79340;NIORT;TC
NIORT;79191;79911;NIORT;TC
STE OUENNE;79284;79220;NIORT;TC
VOUHE;79354;79310;NIORT;TC
LE BREUIL BERNARD;79051;79320;NIORT;TC
PUGNY;79222;79320;NIORT;TC
MARIGNY;79166;79360;NIORT;TC
ROMANS;79231;79260;NIORT;TC
BRESSUIRE;79049;79306;NIORT;TC
MISSE;79178;79100;NIORT;TC
THOUARS;79329;79104;NIORT;TC
LEZAY;79148;79120;NIORT;TC
NIORT;79191;79048;NIORT;TC
NIORT;79191;79065;NIORT;TC
NIORT;79191;79954;NIORT;TC
VOH;98831;98833;Nouvelle Calédonie;TC
NOUMEA CEDEX;98818;98849;Nouvelle Calédonie;TC
NOUMEA CEDEX;98818;98802;Nouvelle Calédonie;TC
LIFOU;98814;98820;Nouvelle Calédonie;TC
VILLEMANDEUR;45338;45701;ORLEANS;TC
LE MALESHERBOIS;45191;45337;ORLEANS;TC
VIEILLES MAISONS SUR JOUDRY;45334;45260;ORLEANS;TC
VANNES SUR COSSON;45331;45510;ORLEANS;TC
CERDON;45063;45620;ORLEANS;TC
ST JEAN LE BLANC;45286;45658;ORLEANS;TC
FLEURY LES AUBRAIS;45147;45405;ORLEANS;TC
DAMMARIE EN PUISAYE;45120;45420;ORLEANS;TC
LE MALESHERBOIS;45191;45334;ORLEANS;TC
EGRY;45132;45340;ORLEANS;TC
MONTBARROIS;45209;45340;ORLEANS;TC
ORLEANS;45234;45970;ORLEANS;TC
TOURNOISIS;45326;45310;ORLEANS;TC
CHATILLON COLIGNY;45085;45230;ORLEANS;TC
LA SELLE EN HERMOY;45306;45210;ORLEANS;TC
ORLEANS;45234;45067;ORLEANS;TC
ORLEANS;45234;45074;ORLEANS;TC
ORLEANS;45234;45076;ORLEANS;TC
ORLEANS;45234;45083;ORLEANS;TC
ORLEANS;45234;45087;ORLEANS;TC
ORLEANS;45234;45021;ORLEANS;TC
ORLEANS;45234;45031;ORLEANS;TC
ARUE;98712;98701;PAPEETE (TGI);TMC
FAAA CEDEX;98715;98702;PAPEETE (TGI);TMC
AFAAHITI;98774;98719;PAPEETE (TGI);TMC
PARIS;75116;75781;PARIS;TC
PARIS;75116;75798;PARIS;TC
PARIS;75108;75804;PARIS;TC
PARIS;75117;75817;PARIS;TC
PARIS;75118;75890;PARIS;TC
PARIS;75120;75976;PARIS;TC
PARIS;75108;75386;PARIS;TC
PARIS;75108;75406;PARIS;TC
PARIS;75108;75414;PARIS;TC
PARIS;75110;75465;PARIS;TC
PARIS;75112;75577;PARIS;TC
PARIS;75109;75428;PARIS;TC
PARIS;75109;75445;PARIS;TC
PARIS;75109;75448;PARIS;TC
PARIS;75115;75725;PARIS;TC
PARIS;75112;75612;PARIS;TC
PARIS;75117;75617;PARIS;TC
PARIS;75101;75034;PARIS;TC
PARIS;75102;75098;PARIS;TC
PARIS;75102;75110;PARIS;TC
PARIS;75120;75991;PARIS;TC
PARIS;75117;75017;PARIS;TC
PARIS;75101;75021;PARIS;TC
PARIS;75104;75162;PARIS;TC
PARIS;75116;75208;PARIS;TC
PARIS;75106;75260;PARIS;TC
PARIS;75111;75528;PARIS;TC
PARIS;75106;75290;PARIS;TC
PARIS;75106;75295;PARIS;TC
PARIS;75105;75258;PARIS;TC
PARIS;75106;75267;PARIS;TC
PARIS;75119;75941;PARIS;TC
PARIS;75109;75456;PARIS;TC
PARIS;75114;75681;PARIS;TC
PARIS;75113;75707;PARIS;TC
PARIS;75108;75715;PARIS;TC
PARIS;75104;75100;PARIS;TC
PARIS;75106;75285;PARIS;TC
PARIS;75108;75405;PARIS;TC
PARIS;75108;75415;PARIS;TC
PARIS;75110;75463;PARIS;TC
PARIS;75108;75802;PARIS;TC
PARIS VEPEX;75999;99080;PARIS;TC
PARIS;75112;75588;PARIS;TC
PARIS;75115;75752;PARIS;TC
PARIS;75116;75787;PARIS;TC
PARIS;75116;75791;PARIS;TC
PARIS;75116;75212;PARIS;TC
PARIS;75112;75598;PARIS;TC
PARIS VEPEX;75999;99213;PARIS;TC
PARIS VEPEX;75999;99216;PARIS;TC
PARIS VEPEX;75999;99240;PARIS;TC
PARIS;75117;75834;PARIS;TC
PARIS VEPEX;75999;99249;PARIS;TC
PARIS VEPEX;75999;99253;PARIS;TC
PARIS VEPEX;75999;99266;PARIS;TC
PARIS VEPEX;75999;99270;PARIS;TC
PARIS VEPEX;75999;99290;PARIS;TC
PARIS;75120;75985;PARIS;TC
PARIS VEPEX;75999;99315;PARIS;TC
PARIS VEPEX;75999;99332;PARIS;TC
PARIS;75118;75875;PARIS;TC
PARIS;75118;75881;PARIS;TC
PARIS;75118;75895;PARIS;TC
PARIS VEPEX;75999;99333;PARIS;TC
PARIS VEPEX;75999;99350;PARIS;TC
PARIS VEPEX;75999;99434;PARIS;TC
PARIS VEPEX;75999;99467;PARIS;TC
PARIS VEPEX;75999;99391;PARIS;TC
PARIS;75108;99508;PARIS;TC
PARIS VEPEX;75999;99414;PARIS;TC
PARIS;75108;99578;PARIS;TC
PARIS;75108;99593;PARIS;TC
PARIS;75108;99599;PARIS;TC
PARIS;75114;75997;PARIS;TC
PAU;64445;64099;PAU;TC
PAU;64445;64043;PAU;TC
MONCAYOLLE LARRORY MENDIBIEU;64391;64130;PAU;TC
ST ARMOU;64470;64160;PAU;TC
LESCAR;64335;64236;PAU;TC
LESCAR;64335;64239;PAU;TC
LESPOURCY;64338;64160;PAU;TC
NAVARRENX;64416;64190;PAU;TC
TABAILLE USQUAIN;64531;64190;PAU;TC
PONSON DEBAT POUTS;64451;64460;PAU;TC
MIREPEIX;64386;64800;PAU;TC
MALAUSSANNE;64365;64410;PAU;TC
POURSUIGUES BOUCOUE;64457;64410;PAU;TC
LOUVIE SOUBIRON;64354;64440;PAU;TC
THEZE;64536;64450;PAU;TC
GEUS D ARZACQ;64243;64370;PAU;TC
LEDEUIX;64328;64400;PAU;TC
DIUSSE;64199;64330;PAU;TC
LES COTEAUX PERIGOURDINS;24117;24120;PERIGUEUX;TC
SORGES ET LIGUEUX EN PERIGORD;24540;24420;PERIGUEUX;TC
LA FEUILLADE;24179;24120;PERIGUEUX;TC
ST RAPHAEL;24493;24160;PERIGUEUX;TC
BROUCHAUD;24066;24210;PERIGUEUX;TC
FOSSEMAGNE;24188;24210;PERIGUEUX;TC
PERIGUEUX;24322;24013;PERIGUEUX;TC
PERIGUEUX;24322;24022;PERIGUEUX;TC
PERIGUEUX;24322;24024;PERIGUEUX;TC
PERIGUEUX;24322;24025;PERIGUEUX;TC
CHATRES;24116;24120;PERIGUEUX;TC
BOURGNAC;24059;24400;PERIGUEUX;TC
CHENAUD;24118;24410;PERIGUEUX;TC
ST PAUL LIZONNE;24482;24320;PERIGUEUX;TC
STE MARIE DE CHIGNAC;24447;24330;PERIGUEUX;TC
ST MESMIN;24464;24270;PERIGUEUX;TC
CONNEZAC;24131;24300;PERIGUEUX;TC
ST MARTIN LE PIN;24458;24300;PERIGUEUX;TC
LIGUEUX;24239;24460;PERIGUEUX;TC
ST PARDOUX DE DRONE;24477;24600;PERIGUEUX;TC
TOULOUGES;66213;66357;PERPIGNAN;TC
MANTET;66102;66360;PERPIGNAN;TC
OREILLA;66128;66360;PERPIGNAN;TC
STE MARIE;66182;66470;PERPIGNAN;TC
ST CYPRIEN;66171;66759;PERPIGNAN;TC
ARGELES SUR MER;66008;66704;PERPIGNAN;TC
VERNET LES BAINS;66222;66820;PERPIGNAN;TC
PERPIGNAN;66136;66008;PERPIGNAN;TC
MARSEILLE 7;13207;13007;MARSEILLE;TC
VAUCOURTOIS;77484;77580;MEAUX;TC
MARLES EN BRIE;77277;77610;MEAUX;TC
DAMMARTIN SUR TIGEAUX;77154;77163;MEAUX;TC
NANTEUIL LES MEAUX;77330;77100;MEAUX;TC
MEAUX;77284;77922;MEAUX;TC
VILLENEUVE SOUS DAMMARTIN;77511;77230;MEAUX;TC
MONTENILS;77304;77320;MEAUX;TC
MEAUX;77284;77337;MEAUX;TC
THORIGNY SUR MARNE;77464;77400;MEAUX;TC
VILLEVAUDE;77517;77410;MEAUX;TC
CHAMPS SUR MARNE;77083;77431;MEAUX;TC
CHAMPS SUR MARNE;77083;77433;MEAUX;TC
CHAMPS SUR MARNE;77083;77448;MEAUX;TC
TRILPORT;77475;77470;MEAUX;TC
CHELLES;77108;77500;MEAUX;TC
LA FERTE SOUS JOUARRE;77183;77261;MEAUX;TC
SOUPPES SUR LOING;77458;77460;MELUN;TC
BABY;77015;77480;MELUN;TC
MONS EN MONTOIS;77298;77520;MELUN;TC
CESSON;77067;77247;MELUN;TC
FONTAINS;77190;77370;MELUN;TC
COMBS LA VILLE;77122;77385;MELUN;TC
GUIGNES;77222;77390;MELUN;TC
ECHOUBOULAINS;77164;77830;MELUN;TC
OZOIR LA FERRIERE;77350;77832;MELUN;TC
BRIE COMTE ROBERT;77053;77253;MELUN;TC
ST SAUVEUR SUR ECOLE;77435;77930;MELUN;TC
THOURY FEROTTES;77465;77940;MELUN;TC
VOULX;77531;77940;MELUN;TC
GRISY SUISNES;77217;77166;MELUN;TC
DAMMARIE LES LYS;77152;77196;MELUN;TC
AVON;77014;77211;MELUN;TC
MACHAULT;77266;77133;MELUN;TC
MELUN;77288;77019;MELUN;TC
PROVINS;77379;77160;MELUN;TC
MELUN;77288;77001;MELUN;TC
CHATRES;77104;77610;MELUN;TC
VILLIERS ST GEORGES;77519;77560;MELUN;TC
FLORAC TROIS RIVIERES;48061;48400;MENDE;TC
ST PRIVAT DU FAU;48179;48140;MENDE;TC
LE ROZIER;48131;48150;MENDE;TC
MENDE;48095;48002;MENDE;TC
MARVEJOLS;48092;48100;MENDE;TC
MOLEZON;48098;48110;MENDE;TC
ST MARTIN DE LANSUSCLE;48171;48110;MENDE;TC
PREVENCHERES;48119;48800;MENDE;TC
CANILHAC;48033;48500;MENDE;TC
LAVAL ATGER;48084;48600;MENDE;TC
BAGNOLS LES BAINS;48014;48190;MENDE;TC
STE HELENE;48157;48190;MENDE;TC
GRANDVALS;48071;48260;MENDE;TC
REMERING LES HARGARTEN;57570;57550;METZ;TC
REMILLY;57572;57580;METZ;TC
SERVIGNY LES STE BARBE;57649;57640;METZ;TC
COLLIGNY MAIZERY;57148;57530;METZ;TC
METZ;57463;57026;METZ;TC
METZ;57463;57029;METZ;TC
METZ;57463;57033;METZ;TC
DELME;57171;57590;METZ;TC
METZ;57463;57089;METZ;TC
LANEUVEVILLE LES LORQUIN;57380;57790;METZ;TC
LORQUIN;57414;57790;METZ;TC
MAIZIERES LES VIC;57434;57810;METZ;TC
PLAPPEVILLE;57545;57050;METZ;TC
METZ;57463;57051;METZ;TC
METZ;57463;57942;METZ;TC
HALLERING;57284;57690;METZ;TC
HAUTE VIGNEULLES;57714;57690;METZ;TC
HEMILLY;57313;57690;METZ;TC
WOIPPY;57751;57149;METZ;TC
SCY CHAZELLES;57642;57160;METZ;TC
GUEBLING;57268;57260;METZ;TC
REZONVILLE VIONVILLE;57578;57130;METZ;TC
HAGONDANGE;57283;57307;METZ;TC
ANZELING;57025;57320;METZ;TC
FREISTROFF;57235;57320;METZ;TC
BOULAY MOSELLE;57097;57220;METZ;TC
VESCHEIM;57709;57370;METZ;TC
SARREBOURG;57630;57407;METZ;TC
FOVILLE;57231;57420;METZ;TC
POUILLY;57552;57420;METZ;TC
BANOS;40024;40500;MONT-DE-MARSAN;TC
MONTSOUE;40196;40500;MONT-DE-MARSAN;TC
BISCARROSSE;40046;40600;MONT-DE-MARSAN;TC
LABASTIDE CHALOSSE;40130;40700;MONT-DE-MARSAN;TC
HAGETMAU;40119;40701;MONT-DE-MARSAN;TC
ONESSE ET LAHARIE;40210;40110;MONT-DE-MARSAN;TC
LACAJUNTE;40136;40320;MONT-DE-MARSAN;TC
PAYROS CAZAUTETS;40219;40320;MONT-DE-MARSAN;TC
LABRIT;40135;40420;MONT-DE-MARSAN;TC
LESPERON;40152;40260;MONT-DE-MARSAN;TC
ST MAURICE SUR ADOUR;40275;40270;MONT-DE-MARSAN;TC
MONT DE MARSAN;40192;40000;MONT-DE-MARSAN;TC
MONT DE MARSAN;40192;40008;MONT-DE-MARSAN;TC
MONT DE MARSAN;40192;40023;MONT-DE-MARSAN;TC
LACQUY;40137;40120;MONT-DE-MARSAN;TC
SARBAZAN;40288;40120;MONT-DE-MARSAN;TC
GIMAT;82068;82500;MONTAUBAN;TC
BIOULE;82018;82800;MONTAUBAN;TC
VERLHAC TESCOU;82192;82230;MONTAUBAN;TC
SISTELS;82181;82340;MONTAUBAN;TC
VILLEBRUMIER;82194;82370;MONTAUBAN;TC
MONTAUBAN;82121;82057;MONTAUBAN;TC
MONTAUBAN;82121;82058;MONTAUBAN;TC
CASTELSARRASIN;82033;82102;MONTAUBAN;TC
CASTELSARRASIN;82033;82106;MONTAUBAN;TC
ST GENEST;3233;3310;MONTLUCON;TC
TREIGNAT;3288;3380;MONTLUCON;TC
ST MARCEL EN MURAT;3243;3390;MONTLUCON;TC
MONTMARAULT;3186;3391;MONTLUCON;TC
CHAVENON;3070;3440;MONTLUCON;TC
ARCHIGNAT;3005;3380;MONTLUCON;TC
MONTLUCON;3185;3102;MONTLUCON;TC
LATTES;34129;34473;MONTPELLIER;TC
LATTES;34129;34478;MONTPELLIER;TC
PEROLS;34198;34476;MONTPELLIER;TC
AUMELAS;34016;34230;MONTPELLIER;TC
LA GRANDE MOTTE;34344;34280;MONTPELLIER;TC
VENDARGUES;34327;34161;MONTPELLIER;TC
MONTPELLIER;34172;34046;MONTPELLIER;TC
MONTPELLIER;34172;34052;MONTPELLIER;TC
MONTPELLIER;34172;34090;MONTPELLIER;TC
FRONTIGNAN;34108;34110;MONTPELLIER;TC
MONTPELLIER;34172;34022;MONTPELLIER;TC
MONTPELLIER;34172;34039;MONTPELLIER;TC
VENDARGUES;34327;34742;MONTPELLIER;TC
CELLES;34072;34800;MONTPELLIER;TC
TEYRAN;34309;34829;MONTPELLIER;TC
MONTPELLIER;34172;34926;MONTPELLIER;TC
MONTPELLIER;34172;34938;MONTPELLIER;TC
ROQUEREDONDE;34233;34650;MONTPELLIER;TC
VENDARGUES;34327;34671;MONTPELLIER;TC
ALTKIRCH;68004;68130;MULHOUSE;TC
MULHOUSE;68224;68056;MULHOUSE;TC
MULHOUSE;68224;68059;MULHOUSE;TC
MULHOUSE;68224;68068;MULHOUSE;TC
MULHOUSE;68224;68080;MULHOUSE;TC
BRECHAUMONT;68050;68210;MULHOUSE;TC
WITTENHEIM;68376;68272;MULHOUSE;TC
KIRCHBERG;68167;68290;MULHOUSE;TC
ST LOUIS;68297;68301;MULHOUSE;TC
ALTENACH;68002;68210;MULHOUSE;TC
STEINBRUNN LE BAS;68323;68440;MULHOUSE;TC
COURTAVON;68067;68480;MULHOUSE;TC
NEUWILLER;68232;68220;MULHOUSE;TC
BURNHAUPT LE BAS;68059;68520;MULHOUSE;TC
ODEREN;68247;68830;MULHOUSE;TC
MULHOUSE;68224;68061;MULHOUSE;TC
MULHOUSE;68224;68070;MULHOUSE;TC
MULHOUSE;68224;68073;MULHOUSE;TC
SPECHBACH;68320;68720;MULHOUSE;TC
PARUX;54419;54480;NANCY;TC
SAULXURES LES NANCY;54495;54420;NANCY;TC
REILLON;54452;54450;NANCY;TC
HAMONVILLE;54248;54470;NANCY;TC
LAXOU;54304;54525;NANCY;TC
LAXOU;54304;54528;NANCY;TC
LAXOU;54304;54529;NANCY;TC
ST MAURICE AUX FORGES;54481;54540;NANCY;TC
TRONDES;54534;54570;NANCY;TC
NANCY;54395;54936;NANCY;TC
NANCY;54395;54941;NANCY;TC
MORVILLE SUR SEILLE;54387;54700;NANCY;TC
LANFROICOURT;54301;54760;NANCY;TC
LENONCOURT;54311;54110;NANCY;TC
URUFFE;54538;54112;NANCY;TC
GEMONVILLE;54220;54115;NANCY;TC
PETTONVILLE;54422;54120;NANCY;TC
FROLOIS;54214;54160;NANCY;TC
NANCY;54395;54099;NANCY;TC
GRIPPORT;54238;54290;NANCY;TC
XERMAMENIL;54595;54300;NANCY;TC
HOUDELMONT;54264;54330;NANCY;TC
LANDECOURT;54293;54360;NANCY;TC
BURTHECOURT AUX CHENES;54108;54210;NANCY;TC
JUVRECOURT;54285;54370;NANCY;TC
RECHICOURT LA PETITE;54446;54370;NANCY;TC
DOMEVRE EN HAYE;54160;54385;NANCY;TC
VILLACOURT;54567;54290;NANCY;TC
BIENVILLE LA PETITE;54074;54300;NANCY;TC
HERIMENIL;54260;54300;NANCY;TC
NANTERRE;92050;92937;NANTERRE;TC
PUTEAUX;92062;92911;NANTERRE;TC
PUTEAUX;92062;92976;NANTERRE;TC
PUTEAUX;92062;92980;NANTERRE;TC
CLAMART;92023;92872;NANTERRE;TC
CLAMART;92023;92876;NANTERRE;TC
NANTERRE;92050;92891;NANTERRE;TC
ISSY LES MOULINEAUX;92040;92796;NANTERRE;TC
LEVALLOIS PERRET;92044;92389;NANTERRE;TC
NANTERRE;92050;92931;NANTERRE;TC
BOIS COLOMBES;92009;92274;NANTERRE;TC
BOURG LA REINE;92014;92341;NANTERRE;TC
SURESNES;92073;92283;NANTERRE;TC
SURESNES;92073;92286;NANTERRE;TC
ANTONY;92002;99074;NANTERRE;TC
VANVES;92075;92171;NANTERRE;TC
ANTONY;92002;92182;NANTERRE;TC
MEUDON;92048;92190;NANTERRE;TC
NEUILLY SUR SEINE;92051;92206;NANTERRE;TC
ST CLOUD;92064;92215;NANTERRE;TC
GENNEVILLIERS;92036;92234;NANTERRE;TC
MALAKOFF;92046;92243;NANTERRE;TC
EMAGNY;25217;25170;BESANCON;TC
MAGNY CHATELARD;25355;25360;BESANCON;TC
HYEVRE MAGNY;25312;25110;BESANCON;TC
NOVILLARS;25429;25220;BESANCON;TC
LUXIOL;25354;25110;BESANCON;TC
RILLANS;25492;25110;BESANCON;TC
VOILLANS;25629;25110;BESANCON;TC
BESANCON;25056;25020;BESANCON;TC
BEZIERS;34032;34563;BEZIERS;TC
BEZIERS;34032;34569;BEZIERS;TC
ST ETIENNE D ALBAGNAN;34250;34390;BEZIERS;TC
CABREROLLES;34044;34480;BEZIERS;TC
LA CAUNETTE;34059;34210;BEZIERS;TC
CAUX;34063;34720;BEZIERS;TC
VILLEXANTON;41292;41500;BLOIS;TC
BLOIS;41018;41542;BLOIS;TC
ST GOURGON;41213;41310;BLOIS;TC
BLOIS;41018;41912;BLOIS;TC
BLOIS;41018;41574;BLOIS;TC
CHEMERY;41049;41700;BLOIS;TC
ST MARTIN DES BOIS;41225;41800;BLOIS;TC
VALAIRE;41266;41120;BLOIS;TC
BLOIS;41018;41030;BLOIS;TC
CHAMBON SUR CISSE;41033;41190;BLOIS;TC
TOURAILLES;41261;41190;BLOIS;TC
FAYE;41081;41100;BLOIS;TC
MEHERS;41132;41140;BLOIS;TC
MONTEAUX;41144;41150;BLOIS;TC
LA VILLE AUX CLERCS;41275;41160;BLOIS;TC
ST AGIL;41197;41170;BLOIS;TC
VILLENY;41285;41220;BLOIS;TC
VEILLEINS;41268;41230;BLOIS;TC
MONTRICHARD VAL DE CHER;41151;41407;BLOIS;TC
BLOIS;41018;41002;BLOIS;TC
ROISSY CH DE GAULLE;95528;95985;BOBIGNY;TC
ROISSY CH DE GAULLE;95528;95919;BOBIGNY;TC
ROISSY CH DE GAULLE;95528;95941;BOBIGNY;TC
ROISSY CH DE GAULLE;95528;95944;BOBIGNY;TC
ROISSY CH DE GAULLE;95528;95718;BOBIGNY;TC
ROISSY CH DE GAULLE;95528;95726;BOBIGNY;TC
ROISSY CH DE GAULLE;95528;95731;BOBIGNY;TC
ROISSY CH DE GAULLE;95528;95732;BOBIGNY;TC
ROISSY CH DE GAULLE;95528;95946;BOBIGNY;TC
ROISSY CH DE GAULLE;95528;95710;BOBIGNY;TC
LE RAINCY;93062;93341;BOBIGNY;TC
ST DENIS;93066;93536;BOBIGNY;TC
ROISSY CH DE GAULLE;95528;95746;BOBIGNY;TC
ROISSY CH DE GAULLE;95528;95916;BOBIGNY;TC
ROISSY CH DE GAULLE;95528;95923;BOBIGNY;TC
ROISSY CH DE GAULLE;95528;95939;BOBIGNY;TC
ROISSY CH DE GAULLE;95528;95944;BOBIGNY;TC
NOISY LE GRAND;93051;93881;BOBIGNY;TC
BOBIGNY;93008;93902;BOBIGNY;TC
ROISSY CH DE GAULLE;95528;95712;BOBIGNY;TC
AULNAY SOUS BOIS;93005;93616;BOBIGNY;TC
PANTIN;93055;93698;BOBIGNY;TC
BOBIGNY;93008;93732;BOBIGNY;TC
L ILE ST DENIS;93039;93453;BOBIGNY;TC
COUBRON;93015;93470;BOBIGNY;TC
ST OUEN;93070;93484;BOBIGNY;TC
PANTIN;93055;93501;BOBIGNY;TC
ST DENIS;93066;93528;BOBIGNY;TC
LE BOURGET;93013;93351;BOBIGNY;TC
PIERREFITTE SUR SEINE;93059;93381;BOBIGNY;TC
LA PLAINE ST DENIS CEDEX;93900;93218;BOBIGNY;TC
SEVRAN;93071;93270;BOBIGNY;TC
NOISY LE GRAND;93051;93165;BOBIGNY;TC
BAGNOLET;93006;93171;BOBIGNY;TC
BOBIGNY;93008;93014;BOBIGNY;TC
BOBIGNY;93008;93016;BOBIGNY;TC
BOBIGNY;93008;93017;BOBIGNY;TC
BOBIGNY;93008;93018;BOBIGNY;TC
LA COURNEUVE;93027;93128;BOBIGNY;TC
GAGNY;93032;93221;BOBIGNY;TC
ST DENIS;93066;93577;BOBIGNY;TC
DRANCY;93029;93709;BOBIGNY;TC
CARIGNAN DE BORDEAUX;33099;33360;BORDEAUX;TC
YVRAC;33554;33370;BORDEAUX;TC
CADILLAC;33081;33410;BORDEAUX;TC
BRACH;33070;33480;BORDEAUX;TC
